;;;PT. Dream Dare Discover;;;;;;;;;;
;;;Kuantitas Barang per Gudang;;;;;;;;;;
;;;Per Tgl. 19 Jan 2026;;;;;;;;;;
;;;"Cabang : Kantor Pusat, BALI AREA, Baby, Jakarta, Jawa Timur, Lombok, NTT, Online, Sulawesi, Sumatera, Gudang : Warehouse Bali ...";;;;;;;;;;
Nama Barang;;Kode Barang;;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protol;Warehouse Bali Gatsu Reject;Warehouse Pluit;Warehouse Pluit Reject;Warehouse Pusat;Warehouse Pusat Protol;Warehouse Pusat Reject;;Total Nama Gudang
"MEN PILLOW 17, 41, BLACK DARK BLUE";;M1A05PL17;;0;0;0;0;0;0;0;0;;0
;;M1A41PL17;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 17, 42, BLACK DARK BLUE";;M1A06PL17;;0;0;0;0;0;0;0;2;;2
;;M1A42PL17;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 17, 43, BLACK DARK BLUE";;M1A07PL17;;0;0;0;0;0;0;0;1;;1
;;M1A43PL17;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 17, 44, BLACK DARK BLUE";;M1A08PL17;;0;0;0;0;0;0;0;0;;0
;;M1A44PL17;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 18, 39, BLACK BROWN";;M1A03PL18;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 18, 40, BLACK BROWN";;M1A04PL18;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 18, 41, BLACK BROWN";;M1A05PL18;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 18, 42, BLACK BROWN";;M1A06PL18;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 18, 43, BLACK BROWN";;M1A07PL18;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 18, 44, BLACK BROWN";;M1A08PL18;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 2, 39/40, WHITE0BLACK";;SJ1A03PL2;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 2, 41/42, WHITE0BLACK";;SJ1A04PL2;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 2, 43/44, WHITE0BLACK";;SJ1A05PL2;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 2, 45/46, WHITE0BLACK";;SJ1A06PL2;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 3, 40, BRICK0BLACK";;SJ1A40PL3;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 3, 42, BRICK0BLACK";;SJ1A42PL3;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 4, 39/40, BRILLIANT BLUE0BLACK";;SJ1A03PL4;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 4, 40, BRILLIANT BLUE0BLACK";;SJ1A40PL4;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 4, 41/42, BRILLIANT BLUE0BLACK";;SJ1A04PL4;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 4, 42, BRILLIANT BLUE0BLACK";;SJ1A42PL4;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 4, 43/44, BRILLIANT BLUE0BLACK";;SJ1A05PL4;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 4, 44, BRILLIANT BLUE0BLACK";;SJ1A44PL4;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 4, 45/46, BRILLIANT BLUE0BLACK";;SJ1A06PL4;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 5, 39, TWILIGHT0LIGHT GRAY";;M1AZ39PL5;;0;0;0;0;0;0;0;0;;0
;;SJ1A39PL5;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 5, 39/40, TWILIGHT0LIGHT GRAY";;SJ1A03PL5;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 5, 40, TWILIGHT0LIGHT GRAY";;M1AZ40PL5;;0;0;0;0;0;0;0;0;;0
;;SJ1A40PL5;;0;0;0;0;0;0;0;2;;2
"MEN PILLOW 5, 41, TWILIGHT0LIGHT GRAY";;M1AZ41PL5;;0;0;0;0;0;0;0;0;;0
;;SJ1A41PL5;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 5, 41/42, TWILIGHT0LIGHT GRAY";;SJ1A04PL5;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 5, 42, TWILIGHT0LIGHT GRAY";;M1AZ42PL5;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 5, 43, TWILIGHT0LIGHT GRAY";;M1AZ43PL5;;0;0;0;0;0;0;0;0;;0
;;SJ1A43PL5;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 5, 43/44, TWILIGHT0LIGHT GRAY";;SJ1A05PL5;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 5, 44, TWILIGHT0LIGHT GRAY";;M1AZ44PL5;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 5, 45/46, TWILIGHT0LIGHT GRAY";;SJ1A06PL5;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 6, 39, RED0TWILIGHT";;SJ1A39PL6;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 6, 39/40, RED0TWILIGHT";;SJ1A03PL6;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 6, 41, RED0TWILIGHT";;SJ1A41PL6;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 6, 41/42, RED0TWILIGHT";;SJ1A04PL6;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 6, 42, RED0TWILIGHT";;SJ1A42PL6;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 6, 43, RED0TWILIGHT";;SJ1A43PL6;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 6, 43/44, RED0TWILIGHT";;SJ1A05PL6;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 6, 44, RED0TWILIGHT";;SJ1A44PL6;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 6, 45/46, RED0TWILIGHT";;SJ1A06PL6;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 7, 39, BLACK0RED";;SJ1A39PL7;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 7, 39/40, BLACK0RED";;SJ1A03PL7;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 7, 40, BLACK0RED";;SJ1A40PL7;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 7, 41, BLACK0RED";;SJ1A41PL7;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 7, 41/42, BLACK0RED";;SJ1A04PL7;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 7, 42, BLACK0RED";;SJ1A42PL7;;0;0;0;0;0;0;0;2;;2
"MEN PILLOW 7, 43, BLACK0RED";;SJ1A43PL7;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 7, 43/44, BLACK0RED";;SJ1A05PL7;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 7, 44, BLACK0RED";;SJ1A44PL7;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 7, 45/46, BLACK0RED";;SJ1A06PL7;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 8, 39/40, GRAY0YELLOW";;SJ1A03PL8;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 8, 40, GRAY0YELLOW";;SJ1A40PL8;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 8, 41, GRAY0YELLOW";;SJ1A41PL8;;0;0;0;0;0;0;0;3;;3
"MEN PILLOW 8, 41/42, GRAY0YELLOW";;SJ1A04PL8;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 8, 42, GRAY0YELLOW";;SJ1A42PL8;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 8, 43, GRAY0YELLOW";;SJ1A43PL8;;0;0;0;0;0;0;0;2;;2
"MEN PILLOW 8, 43/44, GRAY0YELLOW";;SJ1A05PL8;;0;0;0;0;0;0;0;3;;3
"MEN PILLOW 8, 44, GRAY0YELLOW";;SJ1A44PL8;;0;0;0;0;0;0;0;2;;2
"MEN PILLOW 8, 45/46, GRAY0YELLOW";;SJ1A06PL8;;0;0;0;0;0;0;0;2;;2
"MEN PILLOW 9, 39, ORANGE IGUANA";;M1A39PL9;;0;0;0;0;0;0;0;0;;0
;;M1AZ39PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 39, ORANGE0IGUANA";;SJ1A39PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 39/40, ORANGE0IGUANA";;SJ1A03PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 40, ORANGE IGUANA";;M1A40PL9;;0;0;0;0;0;0;0;1;;1
;;M1AZ40PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 40, ORANGE0IGUANA";;SJ1A40PL9;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 9, 41, ORANGE IGUANA";;M1A41PL9;;0;0;0;0;0;0;0;0;;0
;;M1AZ41PL9;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 9, 41, ORANGE0IGUANA";;SJ1A41PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 41/42, ORANGE0IGUANA";;SJ1A04PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 42, ORANGE IGUANA";;M1A42PL9;;0;0;0;0;0;0;0;0;;0
;;M1AZ42PL9;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 9, 42, ORANGE0IGUANA";;SJ1A42PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 43, ORANGE IGUANA";;M1A43PL9;;0;0;0;0;0;0;0;0;;0
;;M1AZ43PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 43, ORANGE0IGUANA";;SJ1A43PL9;;0;0;0;0;0;0;0;1;;1
"MEN PILLOW 9, 43/44, ORANGE0IGUANA";;SJ1A05PL9;;0;0;0;0;0;0;0;3;;3
"MEN PILLOW 9, 44, ORANGE IGUANA";;M1A44PL9;;0;0;0;0;0;0;0;1;;1
;;M1AZ44PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 44, ORANGE0IGUANA";;SJ1A44PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 45/46, ORANGE0IGUANA";;SJ1A06PL9;;0;0;0;0;0;0;0;0;;0
"MEN PILLOW 9, 46, ORANGE0IGUANA";;SJ1A46PL9;;0;0;0;0;0;0;0;2;;2
"MEN POWERMAX 1, 39/40, BLACK";;SJ1A03PM1;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 1, 41/42, BLACK";;SJ1A04PM1;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 1, 43/44, BLACK";;SJ1A05PM1;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 1, 45/46, BLACK";;SJ1A06PM1;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 2, 39/40, NAVY";;SJ1A03PM2;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 2, 41/42, NAVY";;SJ1A04PM2;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 2, 43/44, NAVY";;SJ1A05PM2;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 2, 45/46, NAVY";;SJ1A06PM2;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 3, 39/40, RED";;SJ1A03PM3;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 3, 41/42, RED";;SJ1A04PM3;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 3, 43/44, RED";;SJ1A05PM3;;0;0;0;0;0;0;0;0;;0
"MEN POWERMAX 3, 45/46, RED";;SJ1A06PM3;;0;0;0;0;0;0;0;0;;0
"MEN ROCKY 1, 40, BLACK";;M1RK01Z40;;0;0;0;0;0;0;0;1;;1
"MEN ROCKY 1, 41, BLACK";;M1RK01Z41;;0;0;0;0;0;0;0;2;;2
"MEN ROCKY 1, 42, BLACK";;M1RK01Z42;;0;0;0;0;0;0;0;2;;2
"MEN ROCKY 1, 43, BLACK";;M1RK01Z43;;0;0;0;0;0;0;0;2;;2
"MEN ROCKY 1, 44, BLACK";;M1RK01Z44;;0;0;0;0;0;0;0;1;;1
"MEN ROCKY 2, 40, NAVY";;M1RK02Z40;;0;0;0;0;0;0;0;0;;0
"MEN ROCKY 2, 41, NAVY";;M1RK02Z41;;0;0;0;0;0;0;0;8;;8
"MEN ROCKY 2, 42, NAVY";;M1RK02Z42;;0;0;0;0;0;0;0;4;;4
"MEN ROCKY 2, 43, NAVY";;M1RK02Z43;;0;0;0;0;0;0;0;1;;1
"MEN ROCKY 2, 44, NAVY";;M1RK02Z44;;0;0;0;0;0;0;0;2;;2
"MEN ROCKY 3, 40, BROWN";;M1RK03Z40;;0;0;0;0;0;0;0;2;;2
"MEN ROCKY 3, 41, BROWN";;M1RK03Z41;;0;0;0;1;0;0;0;1;;2
"MEN ROCKY 3, 42, BROWN";;M1RK03Z42;;0;0;0;2;0;0;0;4;;6
"MEN ROCKY 3, 43, BROWN";;M1RK03Z43;;0;0;0;0;0;0;0;4;;4
"MEN ROCKY 3, 44, BROWN";;M1RK03Z44;;0;0;0;0;0;0;0;6;;6
"MEN ROCKY 4, 40, GREY";;M1RK04Z40;;0;0;0;0;0;0;0;1;;1
"MEN ROCKY 4, 41, GREY";;M1RK04Z41;;0;0;0;0;0;0;0;2;;2
"MEN ROCKY 4, 42, GREY";;M1RK04Z42;;0;0;0;4;0;0;0;2;;6
"MEN ROCKY 4, 43, GREY";;M1RK04Z43;;0;0;0;0;0;0;0;3;;3
"MEN ROCKY 4, 44, GREY";;M1RK04Z44;;0;0;0;0;0;0;0;3;;3
"MEN ROCKY 5, 40, ARMY";;M1RK05Z40;;0;0;0;0;0;0;0;0;;0
"MEN ROCKY 5, 41, ARMY";;M1RK05Z41;;0;0;0;0;0;0;0;1;;1
"MEN ROCKY 5, 42, ARMY";;M1RK05Z42;;0;0;0;0;0;0;0;1;;1
"MEN ROCKY 5, 43, ARMY";;M1RK05Z43;;0;0;0;0;0;0;0;0;;0
"MEN ROCKY 5, 44, ARMY";;M1RK05Z44;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 1, 39/40, BLACK";;SJ1A03SL1;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE 1, 41/42, BLACK";;SJ1A04SL1;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE 1, 43/44, BLACK";;SJ1A05SL1;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 2, 39/40, NAVY";;SJ1A03SL2;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE 3, 39/40, ARMY BLACK";;SJ1A03SL3;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 3, 41/42, ARMY BLACK";;SJ1A04SL3;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 3, 43/44, ARMY BLACK";;SJ1A05SL3;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 4, 39/40, ARMY NAVY";;SJ1A03SL4;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 4, 41/42, ARMY NAVY";;SJ1A04SL4;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 4, 43/44, ARMY NAVY";;SJ1A05SL4;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 5, 39/40, BLACK BLACK";;M1AZZ39SL5;;0;0;0;0;0;0;0;1;;1
;;SJ1A03SL5;;0;0;0;0;0;0;0;30;;30
"MEN SLIDE 5, 41/42, BLACK BLACK";;M1AZZ41SL5;;0;0;0;0;0;0;0;1;;1
;;SJ1A04SL5;;0;0;0;0;0;0;0;3;;3
"MEN SLIDE 5, 43/44, BLACK BLACK";;M1AZZ43SL5;;0;0;0;0;0;0;0;0;;0
;;SJ1A05SL5;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE 6, 39/40, BLACK WHITE";;M1AZZ39SL6;;0;0;0;0;0;0;0;0;;0
;;SJ1A03SL6;;0;0;0;0;0;0;0;2;;2
"MEN SLIDE 6, 41/42, BLACK WHITE";;M1AZZ41SL6;;0;0;0;0;0;0;0;0;;0
;;SJ1A04SL6;;0;0;0;0;0;0;0;3;;3
"MEN SLIDE 6, 43/44, BLACK WHITE";;M1AZZ43SL6;;0;0;0;0;0;0;0;0;;0
;;SJ1A05SL6;;0;0;0;0;0;0;0;4;;4
"MEN SLIDE 7, 39/40, NAVY WHITE";;M1AZZ39SL7;;0;0;0;0;0;0;0;0;;0
;;SJ1A03SL7;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE 7, 41/42, NAVY WHITE";;M1AZZ41SL7;;0;0;0;0;0;0;0;1;;1
;;SJ1A04SL7;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE 7, 43/44, NAVY WHITE";;M1AZZ43SL7;;0;0;0;0;0;0;0;0;;0
;;SJ1A05SL7;;0;0;0;0;0;0;0;7;;7
"MEN SLIDE BASIC 11, 39, BLACK";;M1SL11Z39;;0;0;0;0;0;0;0;1;;1
;;M1SLV111Z39;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE BASIC 11, 40, BLACK";;M1SL11Z40;;0;0;2;0;0;0;0;8;;10
;;M1SLV111Z40;;70;0;0;10;0;0;14;1;;95
"MEN SLIDE BASIC 11, 41, BLACK";;M1SL11Z41;;0;0;2;0;0;0;1;9;;12
;;M1SLV111Z41;;70;0;0;10;0;0;4;0;;84
"MEN SLIDE BASIC 11, 42, BLACK";;M1SL11Z42;;0;0;6;0;0;0;4;5;;15
;;M1SLV111Z42;;105;0;0;16;0;0;28;3;;152
"MEN SLIDE BASIC 11, 43, BLACK";;M1SL11Z43;;0;0;9;2;0;0;6;13;;30
;;M1SLV111Z43;;105;0;0;25;0;0;39;2;;171
"MEN SLIDE BASIC 11, 44, BLACK";;M1SL11Z44;;0;0;2;0;0;0;96;0;;98
;;M1SLV111Z44;;70;0;0;10;0;0;17;0;;97
"MEN SLIDE CAMO 12, 39, BLACK";;M1SL12Z39;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE CAMO 12, 40, BLACK";;M1SL12Z40;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE CAMO 12, 41, BLACK";;M1SL12Z41;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE CAMO 12, 42, BLACK";;M1SL12Z42;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE CAMO 12, 43, BLACK";;M1SL12Z43;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE DERBY 13, 40, BLACK";;M1SL13Z40;;0;0;0;0;0;0;0;5;;5
"MEN SLIDE DERBY 13, 41, BLACK";;M1SL13Z41;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE DERBY 13, 42, BLACK";;M1SL13Z42;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE DERBY 13, 43, BLACK";;M1SL13Z43;;0;0;0;0;0;0;0;4;;4
"MEN SLIDE DERBY 13, 44, BLACK";;M1SL13Z44;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE DERBY 8, 39, BLACK";;M1SL08Z39;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE DERBY 8, 40, BLACK";;M1SL08Z40;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE DERBY 8, 41, BLACK";;M1SL08Z41;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE DERBY 8, 42, BLACK";;M1SL08Z42;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE DERBY 8, 43, BLACK";;M1SL08Z43;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE ESSENTIALS 10, 39, BLACK";;M1SL10Z39;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE ESSENTIALS 10, 40, BLACK";;M1SL10Z40;;0;0;0;0;0;0;0;3;;3
"MEN SLIDE ESSENTIALS 10, 41, BLACK";;M1SL10Z41;;0;0;0;0;0;0;0;3;;3
"MEN SLIDE ESSENTIALS 10, 42, BLACK";;M1SL10Z42;;0;0;0;0;0;0;0;5;;5
"MEN SLIDE ESSENTIALS 10, 43, BLACK";;M1SL10Z43;;0;0;0;0;0;0;0;2;;2
"MEN SLIDE ESSENTIALS 10, 44, BLACK";;M1SL10Z44;;0;0;0;0;0;0;2;0;;2
"MEN SLIDE ESSENTIALS 9, 39, BLACK";;M1SL09Z39;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE ESSENTIALS 9, 40, BLACK";;M1SL09Z40;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE ESSENTIALS 9, 41, BLACK";;M1SL09Z41;;0;0;0;0;0;0;0;2;;2
"MEN SLIDE ESSENTIALS 9, 42, BLACK";;M1SL09Z42;;0;0;0;0;0;0;0;1;;1
"MEN SLIDE ESSENTIALS 9, 43, BLACK";;M1SL09Z43;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE MAX 14, 40, BLACK";;M1SL14Z40;;0;0;0;0;0;0;0;1;;1
;;M1SLV114Z40;;122;0;0;10;0;224;0;0;;356
"MEN SLIDE MAX 14, 41, BLACK";;M1SL14Z41;;0;0;0;0;0;0;1;5;;6
;;M1SLV114Z41;;122;0;0;10;0;224;0;1;;357
"MEN SLIDE MAX 14, 42, BLACK";;M1SL14Z42;;0;0;0;0;0;0;2;2;;4
;;M1SLV114Z42;;183;0;0;18;0;336;0;0;;537
"MEN SLIDE MAX 14, 43, BLACK";;M1SL14Z43;;0;2;0;0;0;0;11;4;;17
;;M1SLV114Z43;;183;0;0;18;0;336;0;1;;538
"MEN SLIDE MAX 14, 44, BLACK";;M1SL14Z44;;0;0;0;0;0;0;0;2;;2
;;M1SLV114Z44;;122;0;0;12;0;224;0;0;;358
"MEN SLIDE MAX 15, 40, NAVY";;M1SL15Z40;;0;0;0;2;0;0;0;3;;5
;;M1SLV115Z40;;40;1;0;11;0;2;1;0;;55
"MEN SLIDE MAX 15, 41, NAVY";;M1SL15Z41;;0;1;0;0;0;0;0;3;;4
;;M1SLV115Z41;;40;2;0;10;0;2;2;0;;56
"MEN SLIDE MAX 15, 42, NAVY";;M1SL15Z42;;0;3;0;1;0;0;6;0;;10
;;M1SLV115Z42;;60;1;0;15;0;3;3;0;;82
"MEN SLIDE MAX 15, 43, NAVY";;M1SL15Z43;;0;7;0;3;0;0;17;0;;27
;;M1SLV115Z43;;60;2;0;20;0;3;3;0;;88
"MEN SLIDE MAX 15, 44, NAVY";;M1SL15Z44;;0;0;0;0;0;0;0;0;;0
;;M1SLV115Z44;;40;2;0;14;0;2;2;0;;60
"MEN SLIDE MAX 16, 40, ARMY";;M1SL16Z40;;0;0;0;1;0;0;1;0;;2
;;M1SLV116Z40;;0;1;0;1;0;0;0;0;;2
"MEN SLIDE MAX 16, 41, ARMY";;M1SL16Z41;;0;1;1;0;0;0;0;1;;3
;;M1SLV116Z41;;0;1;0;1;0;0;28;0;;30
"MEN SLIDE MAX 16, 42, ARMY";;M1SL16Z42;;0;4;0;2;0;0;0;0;;6
;;M1SLV116Z42;;0;0;0;3;0;0;42;1;;46
"MEN SLIDE MAX 16, 43, ARMY";;M1SL16Z43;;0;4;0;3;0;0;14;1;;22
;;M1SLV116Z43;;0;0;0;2;0;0;42;1;;45
"MEN SLIDE MAX 16, 44, ARMY";;M1SL16Z44;;0;0;0;2;0;0;1;1;;4
;;M1SLV116Z44;;0;0;0;2;0;0;28;0;;30
"MEN SLIDE MAX 17, 40, BLACK BLUE";;M1SL17Z40;;0;0;0;1;0;0;0;3;;4
;;M1SLV117Z40;;0;0;0;8;0;0;0;1;;9
"MEN SLIDE MAX 17, 41, BLACK BLUE";;M1SL17Z41;;0;0;0;1;0;0;0;0;;1
;;M1SLV117Z41;;0;0;0;8;0;0;0;0;;8
"MEN SLIDE MAX 17, 42, BLACK BLUE";;M1SL17Z42;;0;2;0;1;0;0;0;3;;6
;;M1SLV117Z42;;0;0;0;12;0;0;0;0;;12
"MEN SLIDE MAX 17, 43, BLACK BLUE";;M1SL17Z43;;0;1;0;3;0;0;2;0;;6
;;M1SLV117Z43;;0;0;0;12;0;0;0;0;;12
"MEN SLIDE MAX 17, 44, BLACK BLUE";;M1SL17Z44;;0;0;0;0;0;0;1;0;;1
;;M1SLV117Z44;;0;0;0;8;0;0;0;0;;8
"MEN SLIDE MAX 18, 40, GREY";;M1SL18Z40;;0;0;0;0;0;0;0;0;;0
;;M1SLV118Z40;;0;0;0;0;0;0;0;0;;0
"MEN SLIDE MAX 18, 41, GREY";;M1SL18Z41;;0;0;0;4;0;0;0;0;;4
;;M1SLV118Z41;;0;0;0;-2;0;0;0;0;;-2
"MEN SLIDE MAX 18, 42, GREY";;M1SL18Z42;;0;1;0;1;0;0;0;0;;2
;;M1SLV118Z42;;0;0;0;-2;0;0;0;0;;-2
"MEN SLIDE MAX 18, 43, GREY";;M1SL18Z43;;0;0;0;0;0;0;0;0;;0
;;M1SLV118Z43;;0;0;0;3;0;0;0;0;;3
"MEN SLIDE MAX 18, 44, GREY";;M1SL18Z44;;0;0;0;0;0;0;1;0;;1
;;M1SLV118Z44;;0;0;0;1;0;0;0;0;;1
"MEN SLIDE MAX 19, 40, MOCHA";;M1SL19Z40;;0;0;0;0;0;0;1;0;;1
"MEN SLIDE MAX 19, 41, MOCHA";;M1SL19Z41;;0;0;0;0;0;0;-4;1;;-3
"MEN SLIDE MAX 19, 42, MOCHA";;M1SL19Z42;;0;0;0;0;0;0;4;0;;4
"MEN SLIDE MAX 19, 43, MOCHA";;M1SL19Z43;;0;0;1;0;0;0;2;0;;3
"MEN SLIDE MAX 19, 44, MOCHA";;M1SL19Z44;;0;0;0;0;0;0;1;0;;1
"MEN STRIPE 1, 39, BLACK BLUE RED";;M1AZ39SP1;;0;0;0;0;0;0;0;1;;1
;;M1SP01Z39;;0;0;0;0;0;0;0;0;;0
;;M1SPV101Z39;;0;0;0;0;0;0;0;0;;0
;;M1SPV201Z39;;0;-1;1;3;0;0;1;0;;4
"MEN STRIPE 1, 39/40, BLACK BLUE0RED";;SJ1A03SP1;;0;0;0;0;0;0;0;1;;1
"MEN STRIPE 1, 40, BLACK BLUE RED";;M1AZ40SP1;;0;0;0;0;0;0;0;0;;0
;;M1SP01Z40;;0;0;0;0;0;0;1;2;;3
;;M1SPV101Z40;;0;0;0;0;0;0;1;0;;1
;;M1SPV201Z40;;0;-4;0;6;0;0;2;0;;4
"MEN STRIPE 1, 40, BLACK BLUE0RED";;SJ1A40SP1;;0;0;0;0;0;0;0;1;;1
"MEN STRIPE 1, 41, BLACK BLUE RED";;M1AZ41SP1;;0;0;0;0;0;0;0;0;;0
;;M1SP01Z41;;0;0;0;0;0;0;-1;1;;0
;;M1SPV101Z41;;0;0;0;0;0;0;1;0;;1
;;M1SPV201Z41;;0;0;0;4;0;0;1;1;;6
"MEN STRIPE 1, 41/42, BLACK BLUE0RED";;SJ1A04SP1;;0;0;0;0;0;0;0;1;;1
"MEN STRIPE 1, 42, BLACK BLUE RED";;M1AZ42SP1;;0;0;0;0;0;0;0;0;;0
;;M1SP01Z42;;0;0;0;0;0;0;0;0;;0
;;M1SPV101Z42;;0;0;0;0;0;0;0;0;;0
;;M1SPV201Z42;;0;0;0;9;0;0;3;1;;13
"MEN STRIPE 1, 43, BLACK BLUE RED";;M1AZ43SP1;;0;0;0;0;0;0;0;0;;0
;;M1SP01Z43;;0;0;0;0;0;0;0;0;;0
;;M1SPV101Z43;;0;0;0;0;0;0;0;0;;0
;;M1SPV201Z43;;0;0;0;6;0;0;30;1;;37
"MEN STRIPE 1, 43/44, BLACK BLUE0RED";;SJ1A05SP1;;0;0;0;0;0;0;0;0;;0
"MEN STRIPE 1, 44, BLACK BLUE RED";;M1AZ44SP1;;0;0;0;0;0;0;0;0;;0
