DATABASE KODE SKU,,3,4,5,6,7,8,9,10,11
,,,,,,,,,,
Kode Variant(*),Kode(*),Japit Fashion,Nama Barang,Nama Variant(*),Ukuran(*),Tier,Gender,Seri,Series,Version
L2AZ40CA26,L2AZCA26,Jepit,LADIES CLASSIC 26 LIGHT GREY,"LADIES CLASSIC 26, 40, LIGHT GREY",40,6,LADIES,CLASSICV2,CLASSIC,V0
L1CA26Z41,L1CA26,Jepit,LADIES CLASSIC 26 LIGHT GREY,"LADIES CLASSIC 26, 41, LIGHT GREY",41,2,LADIES,CLASSICV2,CLASSIC,V0
L2AZ41CA26,L2AZCA26,Jepit,LADIES CLASSIC 26 LIGHT GREY,"LADIES CLASSIC 26, 41, LIGHT GREY",41,6,LADIES,CLASSICV2,CLASSIC,V0
L3CA26Z41,L3CA26,Jepit,LADIES CLASSIC 26 LIGHT GREY,"LADIES CLASSIC 26, 41, LIGHT GREY",41,6,LADIES,CLASSICV2,CLASSIC,V0
L1CA27Z36,L1CA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 36, BLACK PINK",36,3,LADIES,CLASSICV2,CLASSIC,V0
L2AZ36CA27,L2AZCA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 36, BLACK PINK",36,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA27Z37,L1CA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 37, BLACK PINK",37,3,LADIES,CLASSICV2,CLASSIC,V0
L2AZ37CA27,L2AZCA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 37, BLACK PINK",37,3,LADIES,CLASSICV2,CLASSIC,V0
L2AZ38CA27,L2AZCA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 38, BLACK PINK",38,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA27Z38,L1CA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 38, BLACK PINK",38,3,LADIES,CLASSICV2,CLASSIC,V0
L2AZ39CA27,L2AZCA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 39, BLACK PINK",39,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA27Z39,L1CA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 39, BLACK PINK",39,3,LADIES,CLASSICV2,CLASSIC,V0
L2AZ40CA27,L2AZCA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 40, BLACK PINK",40,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA27Z40,L1CA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 40, BLACK PINK",40,3,LADIES,CLASSICV2,CLASSIC,V0
L2AZ41CA27,L2AZCA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 41, BLACK PINK",41,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA27Z41,L1CA27,Jepit,LADIES CLASSIC 27 BLACK PINK,"LADIES CLASSIC 27, 41, BLACK PINK",41,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA28Z36,L1CA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 36, BALLET ROSE",36,1,LADIES,CLASSICV2,CLASSIC,V0
L2AZ36CA28,L2AZCA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 36, BALLET ROSE",36,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ37CA28,L2AZCA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 37, BALLET ROSE",37,6,LADIES,CLASSICV2,CLASSIC,V0
L1CA28Z37,L1CA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 37, BALLET ROSE",37,1,LADIES,CLASSICV2,CLASSIC,V0
L1CA28Z38,L1CA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 38, BALLET ROSE",38,1,LADIES,CLASSICV2,CLASSIC,V0
L2AZ38CA28,L2AZCA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 38, BALLET ROSE",38,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ39CA28,L2AZCA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 39, BALLET ROSE",39,6,LADIES,CLASSICV2,CLASSIC,V0
L1CA28Z39,L1CA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 39, BALLET ROSE",39,1,LADIES,CLASSICV2,CLASSIC,V0
L1CA28Z40,L1CA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 40, BALLET ROSE",40,1,LADIES,CLASSICV2,CLASSIC,V0
L2AZ40CA28,L2AZCA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 40,BALLET ROSE",40,6,LADIES,CLASSICV2,CLASSIC,V0
L1CA28Z41,L1CA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 41, BALLET ROSE",41,1,LADIES,CLASSICV2,CLASSIC,V0
L2AZ41CA28,L2AZCA28,Jepit,LADIES CLASSIC 28 BALLET ROSE,"LADIES CLASSIC 28, 41,BALLET ROSE",41,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ36CA29,L2AZCA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 36, NAVY HOTPINK",36,6,LADIES,CLASSICV2,CLASSIC,V0
L3CA29Z36,L3CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 36, NAVY HOTPINK",36,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA29Z36,L1CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 36, NAVY HOTPINK",36,3,LADIES,CLASSICV2,CLASSIC,V0
L3CA29Z37,L3CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 37, NAVY HOTPINK",37,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA29Z37,L1CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 37, NAVY HOTPINK",37,3,LADIES,CLASSICV2,CLASSIC,V0
L3CA29Z38,L3CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 38, NAVY HOTPINK",38,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA29Z38,L1CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 38, NAVY HOTPINK",38,3,LADIES,CLASSICV2,CLASSIC,V0
L3CA29Z39,L3CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 39, NAVY HOTPINK",39,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA29Z39,L1CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 39, NAVY HOTPINK",39,3,LADIES,CLASSICV2,CLASSIC,V0
L3CA29Z40,L3CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 40, NAVY HOTPINK",40,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA29Z40,L1CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 40, NAVY HOTPINK",40,3,LADIES,CLASSICV2,CLASSIC,V0
L3CA29Z41,L3CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 41, NAVY HOTPINK",41,3,LADIES,CLASSICV2,CLASSIC,V0
L1CA29Z41,L1CA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 41, NAVY HOTPINK",41,3,LADIES,CLASSICV2,CLASSIC,V0
L2AZ37CA29,L2AZCA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 37, NAVY HOTPINK",37,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ38CA29,L2AZCA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 38, NAVY HOTPINK",38,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ39CA29,L2AZCA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 39, NAVY HOTPINK",39,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ40CA29,L2AZCA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 40,NAVY HOTPINK",40,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ41CA29,L2AZCA29,Jepit,LADIES CLASSIC 29 NAVY HOTPINK,"LADIES CLASSIC 29, 41,NAVY HOTPINK",41,6,LADIES,CLASSICV2,CLASSIC,V0
SJ2A02CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 35/36, GOAT",35/36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A36CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 36, GOAT",36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A37CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 37, GOAT",37,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A03CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 37/38, GOAT",37/38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A38CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 38, GOAT",38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A39CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 39, GOAT",39,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A04CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 39/40, GOAT",39/40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A40CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 40, GOAT",40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A41CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 41, GOAT",41,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A05CA3,SJ2ACA3,Jepit,LADIES CLASSIC 3 GOAT,"LADIES CLASSIC 3, 41/42, GOAT",41/42,5,LADIES,CLASSICV1,CLASSIC,V0
L3CA30Z36,L3CA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 36, BLEACH SAND",36,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ36CA30,L2AZCA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 36, BLEACH SAND",36,6,LADIES,CLASSICV2,CLASSIC,V0
L3CA30Z37,L3CA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 37, BLEACH SAND",37,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ37CA30,L2AZCA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 37, BLEACH SAND",37,6,LADIES,CLASSICV2,CLASSIC,V0
L3CA30Z38,L3CA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 38, BLEACH SAND",38,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ38CA30,L2AZCA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 38,BLEACH SAND",38,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ39CA30,L2AZCA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 39, BLEACH SAND",39,6,LADIES,CLASSICV2,CLASSIC,V0
L3CA30Z39,L3CA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 39, BLEACH SAND",39,6,LADIES,CLASSICV2,CLASSIC,V0
L3CA30Z40,L3CA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 40, BLEACH SAND",40,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ40CA30,L2AZCA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 40,BLEACH SAND",40,6,LADIES,CLASSICV2,CLASSIC,V0
L3CA30Z41,L3CA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 41, BLEACH SAND",41,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ41CA30,L2AZCA30,Jepit,LADIES CLASSIC 30 BLEACH SAND,"LADIES CLASSIC 30, 41,BLEACH SAND",41,6,LADIES,CLASSICV2,CLASSIC,V0
L1CA32Z36,L1CA32,Jepit,LADIES CLASSIC 32 BLACK STONE,"LADIES CLASSIC 32, 36, BLACK STONE",36,2,LADIES,CLASSICV2,CLASSIC,V0
L1CA32Z37,L1CA32,Jepit,LADIES CLASSIC 32 BLACK STONE,"LADIES CLASSIC 32, 37, BLACK STONE",37,2,LADIES,CLASSICV2,CLASSIC,V0
L1CA32Z38,L1CA32,Jepit,LADIES CLASSIC 32 BLACK STONE,"LADIES CLASSIC 32, 38, BLACK STONE",38,2,LADIES,CLASSICV2,CLASSIC,V0
L1CA32Z39,L1CA32,Jepit,LADIES CLASSIC 32 BLACK STONE,"LADIES CLASSIC 32, 39, BLACK STONE",39,2,LADIES,CLASSICV2,CLASSIC,V0
L1CA32Z40,L1CA32,Jepit,LADIES CLASSIC 32 BLACK STONE,"LADIES CLASSIC 32, 40, BLACK STONE",40,2,LADIES,CLASSICV2,CLASSIC,V0
L1CA32Z41,L1CA32,Jepit,LADIES CLASSIC 32 BLACK STONE,"LADIES CLASSIC 32, 41, BLACK STONE",41,2,LADIES,CLASSICV2,CLASSIC,V0
SJ2A02CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 35/36, TWILIGHT BLUE",35/36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A36CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 36, TWILIGHT BLUE",36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A37CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 37, TWILIGHT BLUE",37,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A03CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 37/38, TWILIGHT BLUE",37/38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A38CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 38, TWILIGHT BLUE",38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A39CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 39, TWILIGHT BLUE",39,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A04CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 39/40, TWILIGHT BLUE",39/40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A40CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 40, TWILIGHT BLUE",40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A41CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 41, TWILIGHT BLUE",41,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A05CA4,SJ2ACA4,Jepit,LADIES CLASSIC 4 TWILIGHT BLUE,"LADIES CLASSIC 4, 41/42, TWILIGHT BLUE",41/42,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A02CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 35/36, BERRY",35/36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A36CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 36, BERRY",36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A37CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 37, BERRY",37,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A03CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 37/38, BERRY",37/38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A38CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 38, BERRY",38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A39CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 39, BERRY",39,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A04CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 39/40, BERRY",39/40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A40CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 40, BERRY",40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A41CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 41, BERRY",41,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A05CA5,SJ2ACA5,Jepit,LADIES CLASSIC 5 BERRY,"LADIES CLASSIC 5, 41/42, BERRY",41/42,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A02CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 35/36, FUSCHIA RED",35/36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A36CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 36, FUSCHIA RED",36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A37CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 37, FUSCHIA RED",37,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A03CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 37/38, FUSCHIA RED",37/38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A38CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 38, FUSCHIA RED",38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A39CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 39, FUSCHIA RED",39,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A04CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 39/40, FUSCHIA RED",39/40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A40CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 40, FUSCHIA RED",40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A41CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 41, FUSCHIA RED",41,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A05CA6,SJ2ACA6,Jepit,LADIES CLASSIC 6 FUSCHIA RED,"LADIES CLASSIC 6, 41/42, FUSCHIA RED",41/42,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A02CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 35/36, GINGER SNAP",35/36,5,LADIES,CLASSICV1,CLASSIC,V0
L2AZ36CA7,L2AZCA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 36, GINGER SNAP",36,6,LADIES,CLASSICV2,CLASSIC,V0
SJ2A36CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 36, GINGER SNAP",36,5,LADIES,CLASSICV1,CLASSIC,V0
L1CA07Z36,L1CA07,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 36, GINGER SNAP",36,1,LADIES,CLASSICV2,CLASSIC,V0
L1CA07Z37,L1CA07,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 37, GINGER SNAP",37,1,LADIES,CLASSICV2,CLASSIC,V0
L2AZ37CA7,L2AZCA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 37, GINGER SNAP",37,6,LADIES,CLASSICV2,CLASSIC,V0
SJ2A37CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 37, GINGER SNAP",37,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A03CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 37/38, GINGER SNAP",37/38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A38CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 38, GINGER SNAP",38,5,LADIES,CLASSICV1,CLASSIC,V0
L1CA07Z38,L1CA07,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 38, GINGER SNAP",38,1,LADIES,CLASSICV2,CLASSIC,V0
L2AZ38CA7,L2AZCA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 38, GINGER SNAP",38,6,LADIES,CLASSICV2,CLASSIC,V0
SJ2A39CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 39, GINGER SNAP",39,5,LADIES,CLASSICV1,CLASSIC,V0
L1CA07Z39,L1CA07,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 39, GINGER SNAP",39,1,LADIES,CLASSICV2,CLASSIC,V0
L2AZ39CA7,L2AZCA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 39, GINGER SNAP",39,6,LADIES,CLASSICV2,CLASSIC,V0
SJ2A04CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 39/40, GINGER SNAP",39/40,5,LADIES,CLASSICV1,CLASSIC,V0
L1CA07Z40,L1CA07,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 40, GINGER SNAP",40,1,LADIES,CLASSICV2,CLASSIC,V0
SJ2A40CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 40, GINGER SNAP",40,5,LADIES,CLASSICV1,CLASSIC,V0
L2AZ40CA7,L2AZCA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 40, GINGER SNAP",40,6,LADIES,CLASSICV2,CLASSIC,V0
L2AZ41CA7,L2AZCA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 41, GINGER SNAP",41,6,LADIES,CLASSICV2,CLASSIC,V0
SJ2A41CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 41, GINGER SNAP",41,5,LADIES,CLASSICV1,CLASSIC,V0
L1CA07Z41,L1CA07,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 41, GINGER SNAP",41,1,LADIES,CLASSICV2,CLASSIC,V0
SJ2A05CA7,SJ2ACA7,Jepit,LADIES CLASSIC 7 GINGER SNAP,"LADIES CLASSIC 7, 41/42, GINGER SNAP",41/42,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A02CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 35/36, BLEACHED SAND",35/36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A36CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 36, BLEACHED SAND",36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A37CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 37, BLEACHED SAND",37,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A03CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 37/38, BLEACHED SAND",37/38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A38CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 38, BLEACHED SAND",38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A39CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 39, BLEACHED SAND",39,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A04CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 39/40, BLEACHED SAND",39/40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A40CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 40, BLEACHED SAND",40,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A41CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 41, BLEACHED SAND",41,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A05CA8,SJ2ACA8,Jepit,LADIES CLASSIC 8 BLEACHED SAND,"LADIES CLASSIC 8, 41/42, BLEACHED SAND",41/42,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A02CA9,SJ2ACA9,Jepit,LADIES CLASSIC 9 CERAMIC,"LADIES CLASSIC 9, 35/36, CERAMIC",35/36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A36CA9,SJ2ACA9,Jepit,LADIES CLASSIC 9 CERAMIC,"LADIES CLASSIC 9, 36, CERAMIC",36,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A37CA9,SJ2ACA9,Jepit,LADIES CLASSIC 9 CERAMIC,"LADIES CLASSIC 9, 37, CERAMIC",37,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A03CA9,SJ2ACA9,Jepit,LADIES CLASSIC 9 CERAMIC,"LADIES CLASSIC 9, 37/38, CERAMIC",37/38,5,LADIES,CLASSICV1,CLASSIC,V0
SJ2A38CA9,SJ2ACA9,Jepit,LADIES CLASSIC 9 CERAMIC,"LADIES CLASSIC 9, 38, CERAMIC",38,5,LADIES,CLASSICV1,CLASSIC,V0
