DATABASE KODE SKU,,3,4,5,6,7,8,9,10,11
,,,,,,,,,,
Kode Variant(*),Kode(*),Japit Fashion,Nama Barang,Nama Variant(*),Ukuran(*),Tier,Gender,Seri,Series,Version
M1LCV206Z41,M1LCV206,Fashion,"MEN LUCA 6, OLIVE","MEN LUCA 6, 41, OLIVE",41,,MEN,LUCAV2,LUCAV2,V2
M1LCV206Z42,M1LCV206,Fashion,"MEN LUCA 6, OLIVE","MEN LUCA 6, 42, OLIVE",42,,MEN,LUCAV2,LUCAV2,V2
M1LCV206Z43,M1LCV206,Fashion,"MEN LUCA 6, OLIVE","MEN LUCA 6, 43, OLIVE",43,,MEN,LUCAV2,LUCAV2,V2
M1LCV206Z44,M1LCV206,Fashion,"MEN LUCA 6, OLIVE","MEN LUCA 6, 44, OLIVE",44,,MEN,LUCAV2,LUCAV2,V2
M1LCV207Z40,M1LCV207,Fashion,"MEN LUCA 7, BEIGE","MEN LUCA 7, 40, BEIGE",40,,MEN,LUCAV2,LUCAV2,V2
M1LCV207Z41,M1LCV207,Fashion,"MEN LUCA 7, BEIGE","MEN LUCA 7, 41, BEIGE",41,,MEN,LUCAV2,LUCAV2,V2
M1LCV207Z42,M1LCV207,Fashion,"MEN LUCA 7, BEIGE","MEN LUCA 7, 42, BEIGE",42,,MEN,LUCAV2,LUCAV2,V2
M1LCV207Z43,M1LCV207,Fashion,"MEN LUCA 7, BEIGE","MEN LUCA 7, 43, BEIGE",43,,MEN,LUCAV2,LUCAV2,V2
M1LCV207Z44,M1LCV207,Fashion,"MEN LUCA 7, BEIGE","MEN LUCA 7, 44, BEIGE",44,,MEN,LUCAV2,LUCAV2,V2
L1LNV205Z36,L1LNV205,Fashion,"LADIES LUNA 5, COFFEE","LADIES LUNA 5, 36, COFFEE",40,,LADIES,LUNAV2,LUNAV2,V2
L1LNV205Z37,L1LNV205,Fashion,"LADIES LUNA 5, COFFEE","LADIES LUNA 5, 37, COFFEE",41,,LADIES,LUNAV2,LUNAV2,V2
L1LNV205Z38,L1LNV205,Fashion,"LADIES LUNA 5, COFFEE","LADIES LUNA 5, 38, COFFEE",42,,LADIES,LUNAV2,LUNAV2,V2
L1LNV205Z39,L1LNV205,Fashion,"LADIES LUNA 5, COFFEE","LADIES LUNA 5, 39, COFFEE",43,,LADIES,LUNAV2,LUNAV2,V2
L1LNV205Z40,L1LNV205,Fashion,"LADIES LUNA 5, COFFEE","LADIES LUNA 5, 40, COFFEE",44,,LADIES,LUNAV2,LUNAV2,V2
L1LNV206Z36,L1LNV206,Fashion,"LADIES LUNA 6, OLIVE","LADIES LUNA 6, 36, OLIVE",36,,LADIES,LUNAV2,LUNAV2,V2
L1LNV206Z37,L1LNV206,Fashion,"LADIES LUNA 6, OLIVE","LADIES LUNA 6, 37, OLIVE",37,,LADIES,LUNAV2,LUNAV2,V2
L1LNV206Z38,L1LNV206,Fashion,"LADIES LUNA 6, OLIVE","LADIES LUNA 6, 38, OLIVE",38,,LADIES,LUNAV2,LUNAV2,V2
L1LNV206Z39,L1LNV206,Fashion,"LADIES LUNA 6, OLIVE","LADIES LUNA 6, 39, OLIVE",39,,LADIES,LUNAV2,LUNAV2,V2
L1LNV206Z40,L1LNV206,Fashion,"LADIES LUNA 6, OLIVE","LADIES LUNA 6, 40, OLIVE",40,,LADIES,LUNAV2,LUNAV2,V2
L1LNV207Z36,L1LNV207,Fashion,"LADIES LUNA 7, BEIGE","LADIES LUNA 7, 36, BEIGE",36,,LADIES,LUNAV2,LUNAV2,V2
L1LNV207Z37,L1LNV207,Fashion,"LADIES LUNA 7, BEIGE","LADIES LUNA 7, 37, BEIGE",37,,LADIES,LUNAV2,LUNAV2,V2
L1LNV207Z38,L1LNV207,Fashion,"LADIES LUNA 7, BEIGE","LADIES LUNA 7, 38, BEIGE",38,,LADIES,LUNAV2,LUNAV2,V2
L1LNV207Z39,L1LNV207,Fashion,"LADIES LUNA 7, BEIGE","LADIES LUNA 7, 39, BEIGE",39,,LADIES,LUNAV2,LUNAV2,V2
L1LNV207Z40,L1LNV207,Fashion,"LADIES LUNA 7, BEIGE","LADIES LUNA 7, 40, BEIGE",40,,LADIES,LUNAV2,LUNAV2,V2
M1BLV212Z39,M1BLV212,Jepit,"MEN BLACK SERIES 12, BROWN STONE","MEN BLACK SERIES 12, 39, BROWN STONE",39,,MEN,BLACKSERIESV2,BLACKSERIESV2,V2
M1BLV212Z40,M1BLV212,Jepit,"MEN BLACK SERIES 12, BROWN STONE","MEN BLACK SERIES 12, 40, BROWN STONE",40,,MEN,BLACKSERIESV2,BLACKSERIESV2,V2
M1BLV212Z41,M1BLV212,Jepit,"MEN BLACK SERIES 12, BROWN STONE","MEN BLACK SERIES 12, 41, BROWN STONE",41,,MEN,BLACKSERIESV2,BLACKSERIESV2,V2
M1BLV212Z42,M1BLV212,Jepit,"MEN BLACK SERIES 12, BROWN STONE","MEN BLACK SERIES 12, 42, BROWN STONE",42,,MEN,BLACKSERIESV2,BLACKSERIESV2,V2
M1BLV212Z43,M1BLV212,Jepit,"MEN BLACK SERIES 12, BROWN STONE","MEN BLACK SERIES 12, 43, BROWN STONE",43,,MEN,BLACKSERIESV2,BLACKSERIESV2,V2
M1BLV212Z44,M1BLV212,Jepit,"MEN BLACK SERIES 12, BROWN STONE","MEN BLACK SERIES 12, 44, BROWN STONE",44,,MEN,BLACKSERIESV2,BLACKSERIESV2,V2
L1WGV212Z36,L1WGV212,Fashion,"LADIES WEDGES 12, OLIVE","LADIES WEDGES 12, 36, OLIVE",36,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV212Z37,L1WGV212,Fashion,"LADIES WEDGES 12, OLIVE","LADIES WEDGES 12, 37, OLIVE",37,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV212Z38,L1WGV212,Fashion,"LADIES WEDGES 12, OLIVE","LADIES WEDGES 12, 38, OLIVE",38,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV212Z39,L1WGV212,Fashion,"LADIES WEDGES 12, OLIVE","LADIES WEDGES 12, 39, OLIVE",39,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV212Z40,L1WGV212,Fashion,"LADIES WEDGES 12, OLIVE","LADIES WEDGES 12, 40, OLIVE",40,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV211Z36,L1WGV211,Fashion,"LADIES WEDGES 11, SAND","LADIES WEDGES 11, 36, SAND",36,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV211Z37,L1WGV211,Fashion,"LADIES WEDGES 11, SAND","LADIES WEDGES 11, 37, SAND",37,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV211Z38,L1WGV211,Fashion,"LADIES WEDGES 11, SAND","LADIES WEDGES 11, 38, SAND",38,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV211Z39,L1WGV211,Fashion,"LADIES WEDGES 11, SAND","LADIES WEDGES 11, 39, SAND",39,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV211Z40,L1WGV211,Fashion,"LADIES WEDGES 11, SAND","LADIES WEDGES 11, 40, SAND",40,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV203Z36,L1WGV203,Fashion,"LADIES WEDGES 3, NAVY","LADIES WEDGES 3, 36, NAVY",36,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV203Z37,L1WGV203,Fashion,"LADIES WEDGES 3, NAVY","LADIES WEDGES 3, 37, NAVY",37,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV203Z38,L1WGV203,Fashion,"LADIES WEDGES 3, NAVY","LADIES WEDGES 3, 38, NAVY",38,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV203Z39,L1WGV203,Fashion,"LADIES WEDGES 3, NAVY","LADIES WEDGES 3, 39, NAVY",39,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV203Z40,L1WGV203,Fashion,"LADIES WEDGES 3, NAVY","LADIES WEDGES 3, 40, NAVY",40,,LADIES,WEDGESV2,WEDGESV2,V2
M1ZR03Z40,M1ZR03,Fashion,"MEN ZORRO 3, GREEN BAY","MEN ZORRO 3, 40, GREEN BAY",40,,MEN,ZORRO,ZORRO,V1
M1ZR03Z41,M1ZR03,Fashion,"MEN ZORRO 3, GREEN BAY","MEN ZORRO 3, 41, GREEN BAY",41,,MEN,ZORRO,ZORRO,V1
M1ZR03Z42,M1ZR03,Fashion,"MEN ZORRO 3, GREEN BAY","MEN ZORRO 3, 42, GREEN BAY",42,,MEN,ZORRO,ZORRO,V1
M1ZR03Z43,M1ZR03,Fashion,"MEN ZORRO 3, GREEN BAY","MEN ZORRO 3, 43, GREEN BAY",43,,MEN,ZORRO,ZORRO,V1
M1ZR03Z44,M1ZR03,Fashion,"MEN ZORRO 3, GREEN BAY","MEN ZORRO 3, 44, GREEN BAY",44,,MEN,ZORRO,ZORRO,V1
L1CAV238Z36,L1CAV238,Jepit,"LADIES CLASSIC 38, SAGE","LADIES CLASSIC 38, 36, SAGE",36,,LADIES,CLASSICV2,CLASSICV2,V2
L1CAV238Z37,L1CAV238,Jepit,"LADIES CLASSIC 38, SAGE","LADIES CLASSIC 38, 37, SAGE",37,,LADIES,CLASSICV2,CLASSICV2,V2
L1CAV238Z38,L1CAV238,Jepit,"LADIES CLASSIC 38, SAGE","LADIES CLASSIC 38, 38, SAGE",38,,LADIES,CLASSICV2,CLASSICV2,V2
L1CAV238Z39,L1CAV238,Jepit,"LADIES CLASSIC 38, SAGE","LADIES CLASSIC 38, 39, SAGE",39,,LADIES,CLASSICV2,CLASSICV2,V2
L1CAV238Z40,L1CAV238,Jepit,"LADIES CLASSIC 38, SAGE","LADIES CLASSIC 38, 40, SAGE",40,,LADIES,CLASSICV2,CLASSICV2,V2
M1ZR02Z40,M1ZR02,Fashion,"MEN ZORRO 2, MIDNIGHT BLUE","MEN ZORRO 2, 40, MIDNIGHT BLUE",40,,MEN,ZORRO,ZORRO,V2
M1ZR02Z41,M1ZR02,Fashion,"MEN ZORRO 2, MIDNIGHT BLUE","MEN ZORRO 2, 41, MIDNIGHT BLUE",41,,MEN,ZORRO,ZORRO,V2
M1ZR02Z42,M1ZR02,Fashion,"MEN ZORRO 2, MIDNIGHT BLUE","MEN ZORRO 2, 42, MIDNIGHT BLUE",42,,MEN,ZORRO,ZORRO,V2
M1ZR02Z43,M1ZR02,Fashion,"MEN ZORRO 2, MIDNIGHT BLUE","MEN ZORRO 2, 43, MIDNIGHT BLUE",43,,MEN,ZORRO,ZORRO,V2
M1ZR02Z44,M1ZR02,Fashion,"MEN ZORRO 2, MIDNIGHT BLUE","MEN ZORRO 2, 44, MIDNIGHT BLUE",44,,MEN,ZORRO,ZORRO,V2
L1WGV204Z36,L1WGV204,Fashion,"LADIES WEDGES 4, GINGER SNAP","LADIES WEDGES 4, 36, GINGER SNAP",36,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV204Z37,L1WGV204,Fashion,"LADIES WEDGES 4, GINGER SNAP","LADIES WEDGES 4, 37, GINGER SNAP",37,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV204Z38,L1WGV204,Fashion,"LADIES WEDGES 4, GINGER SNAP","LADIES WEDGES 4, 38, GINGER SNAP",38,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV204Z39,L1WGV204,Fashion,"LADIES WEDGES 4, GINGER SNAP","LADIES WEDGES 4, 39, GINGER SNAP",39,,LADIES,WEDGESV2,WEDGESV2,V2
L1WGV204Z40,L1WGV204,Fashion,"LADIES WEDGES 4, GINGER SNAP","LADIES WEDGES 4, 40, GINGER SNAP",40,,LADIES,WEDGESV2,WEDGESV2,V2
M1SPV214Z39,M1SPV214,Jepit,"MEN STRIPE 14, ARMY MOCHA WHITE","MEN STRIPE 14, 39, ARMY MOCHA WHITE",39,,MEN,STRIPEV2,STRIPEV2,V2
M1SPV214Z40,M1SPV214,Jepit,"MEN STRIPE 14, ARMY MOCHA WHITE","MEN STRIPE 14, 40, ARMY MOCHA WHITE",40,,MEN,STRIPEV2,STRIPEV2,V2
M1SPV214Z41,M1SPV214,Jepit,"MEN STRIPE 14, ARMY MOCHA WHITE","MEN STRIPE 14, 41, ARMY MOCHA WHITE",41,,MEN,STRIPEV2,STRIPEV2,V2
M1SPV214Z42,M1SPV214,Jepit,"MEN STRIPE 14, ARMY MOCHA WHITE","MEN STRIPE 14, 42, ARMY MOCHA WHITE",42,,MEN,STRIPEV2,STRIPEV2,V2
M1SPV214Z43,M1SPV214,Jepit,"MEN STRIPE 14, ARMY MOCHA WHITE","MEN STRIPE 14, 43, ARMY MOCHA WHITE",43,,MEN,STRIPEV2,STRIPEV2,V2
M1SPV214Z44,M1SPV214,Jepit,"MEN STRIPE 14, ARMY MOCHA WHITE","MEN STRIPE 14, 44, ARMY MOCHA WHITE",44,,MEN,STRIPEV2,STRIPEV2,V2
L1CMV204Z36,L1CMV204,Jepit,"LADIES CLASSIC METALIC 4, GINGER SNAP","LADIES CLASSIC METALIC 4, 36, GINGER SNAP",36,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV204Z37,L1CMV204,Jepit,"LADIES CLASSIC METALIC 4, GINGER SNAP","LADIES CLASSIC METALIC 4, 37, GINGER SNAP",37,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV204Z38,L1CMV204,Jepit,"LADIES CLASSIC METALIC 4, GINGER SNAP","LADIES CLASSIC METALIC 4, 38, GINGER SNAP",38,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV204Z39,L1CMV204,Jepit,"LADIES CLASSIC METALIC 4, GINGER SNAP","LADIES CLASSIC METALIC 4, 39, GINGER SNAP",39,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV204Z40,L1CMV204,Jepit,"LADIES CLASSIC METALIC 4, GINGER SNAP","LADIES CLASSIC METALIC 4, 40, GINGER SNAP",40,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV204Z41,L1CMV204,Jepit,"LADIES CLASSIC METALIC 4, GINGER SNAP","LADIES CLASSIC METALIC 4, 41, GINGER SNAP",41,,LADIES,CLASSICV2,CLASSIC,V2
M1SLV117Z40,M1SLV117,Fashion,"MEN SLIDE MAX 17, BLACK BLUE","MEN SLIDE MAX 17, 40, BLACK BLUE",40,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV117Z41,M1SLV117,Fashion,"MEN SLIDE MAX 17, BLACK BLUE","MEN SLIDE MAX 17, 41, BLACK BLUE",41,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV117Z42,M1SLV117,Fashion,"MEN SLIDE MAX 17, BLACK BLUE","MEN SLIDE MAX 17, 42, BLACK BLUE",42,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV117Z43,M1SLV117,Fashion,"MEN SLIDE MAX 17, BLACK BLUE","MEN SLIDE MAX 17, 43, BLACK BLUE",43,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV117Z44,M1SLV117,Fashion,"MEN SLIDE MAX 17, BLACK BLUE","MEN SLIDE MAX 17, 44, BLACK BLUE",44,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV118Z40,M1SLV118,Fashion,"MEN SLIDE MAX 18, GREY","MEN SLIDE MAX 18, 40, GREY",40,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV118Z41,M1SLV118,Fashion,"MEN SLIDE MAX 18, GREY","MEN SLIDE MAX 18, 41, GREY",41,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV118Z42,M1SLV118,Fashion,"MEN SLIDE MAX 18, GREY","MEN SLIDE MAX 18, 42, GREY",42,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV118Z43,M1SLV118,Fashion,"MEN SLIDE MAX 18, GREY","MEN SLIDE MAX 18, 43, GREY",43,,MEN,SLIDEV2,SLIDEV2,V2
M1SLV118Z44,M1SLV118,Fashion,"MEN SLIDE MAX 18, GREY","MEN SLIDE MAX 18, 44, GREY",44,,MEN,SLIDEV2,SLIDEV2,V2
L1CMV201Z36,L1CMV201,Jepit,"LADIES CLASSIC METALIC 1, BLACK GOLD","LADIES CLASSIC METALIC 1, 36, BLACK GOLD",36,,LADIES,CLASSICV2,CLASSICV2,V2
L1CMV201Z37,L1CMV201,Jepit,"LADIES CLASSIC METALIC 1, BLACK GOLD","LADIES CLASSIC METALIC 1, 37, BLACK GOLD",37,,LADIES,CLASSICV2,CLASSICV2,V2
L1CMV201Z38,L1CMV201,Jepit,"LADIES CLASSIC METALIC 1, BLACK GOLD","LADIES CLASSIC METALIC 1, 38, BLACK GOLD",38,,LADIES,CLASSICV2,CLASSICV2,V2
L1CMV201Z39,L1CMV201,Jepit,"LADIES CLASSIC METALIC 1, BLACK GOLD","LADIES CLASSIC METALIC 1, 39, BLACK GOLD",39,,LADIES,CLASSICV2,CLASSICV2,V2
L1CMV201Z40,L1CMV201,Jepit,"LADIES CLASSIC METALIC 1, BLACK GOLD","LADIES CLASSIC METALIC 1, 40, BLACK GOLD",40,,LADIES,CLASSICV2,CLASSICV2,V2
L1CMV201Z41,L1CMV201,Jepit,"LADIES CLASSIC METALIC 1, BLACK GOLD","LADIES CLASSIC METALIC 1, 41, BLACK GOLD",41,,LADIES,CLASSICV2,CLASSICV2,V2
L1CMV202Z36,L1CMV202,Jepit,"LADIES CLASSIC METALIC 2, BLEACH SAND","LADIES CLASSIC METALIC 2, 36, BLEACH SAND",36,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV202Z37,L1CMV202,Jepit,"LADIES CLASSIC METALIC 2, BLEACH SAND","LADIES CLASSIC METALIC 2, 37, BLEACH SAND",37,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV202Z38,L1CMV202,Jepit,"LADIES CLASSIC METALIC 2, BLEACH SAND","LADIES CLASSIC METALIC 2, 38, BLEACH SAND",38,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV202Z39,L1CMV202,Jepit,"LADIES CLASSIC METALIC 2, BLEACH SAND","LADIES CLASSIC METALIC 2, 39, BLEACH SAND",39,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV202Z40,L1CMV202,Jepit,"LADIES CLASSIC METALIC 2, BLEACH SAND","LADIES CLASSIC METALIC 2, 40, BLEACH SAND",40,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV202Z41,L1CMV202,Jepit,"LADIES CLASSIC METALIC 2, BLEACH SAND","LADIES CLASSIC METALIC 2, 41, BLEACH SAND",41,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV205Z36,L1CMV205,Jepit,"LADIES CLASSIC METALIC 05, TEAL GREEN","LADIES CLASSIC METALIC 05, 36, TEAL GREEN",36,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV205Z37,L1CMV205,Jepit,"LADIES CLASSIC METALIC 05, TEAL GREEN","LADIES CLASSIC METALIC 05, 37, TEAL GREEN",37,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV205Z38,L1CMV205,Jepit,"LADIES CLASSIC METALIC 05, TEAL GREEN","LADIES CLASSIC METALIC 05, 38, TEAL GREEN",38,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV205Z39,L1CMV205,Jepit,"LADIES CLASSIC METALIC 05, TEAL GREEN","LADIES CLASSIC METALIC 05, 39, TEAL GREEN",39,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV205Z40,L1CMV205,Jepit,"LADIES CLASSIC METALIC 05, TEAL GREEN","LADIES CLASSIC METALIC 05, 40, TEAL GREEN",40,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV205Z41,L1CMV205,Jepit,"LADIES CLASSIC METALIC 05, TEAL GREEN","LADIES CLASSIC METALIC 05, 41, TEAL GREEN",41,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV203Z36,L1CMV203,Jepit,"LADIES CLASSIC METALIC 3, BALLET ROSE","LADIES CLASSIC METALIC 3, 36, BALLET ROSE",36,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV203Z37,L1CMV203,Jepit,"LADIES CLASSIC METALIC 3, BALLET ROSE","LADIES CLASSIC METALIC 3, 37, BALLET ROSE",37,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV203Z38,L1CMV203,Jepit,"LADIES CLASSIC METALIC 3, BALLET ROSE","LADIES CLASSIC METALIC 3, 38, BALLET ROSE",38,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV203Z39,L1CMV203,Jepit,"LADIES CLASSIC METALIC 3, BALLET ROSE","LADIES CLASSIC METALIC 3, 39, BALLET ROSE",39,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV203Z40,L1CMV203,Jepit,"LADIES CLASSIC METALIC 3, BALLET ROSE","LADIES CLASSIC METALIC 3, 40, BALLET ROSE",40,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV203Z41,L1CMV203,Jepit,"LADIES CLASSIC METALIC 3, BALLET ROSE","LADIES CLASSIC METALIC 3, 41, BALLET ROSE",41,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV206Z36,L1CMV206,Jepit,"LADIES CLASSIC METALIC 6, WINE","LADIES CLASSIC METALIC 6, 36, WINE",36,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV206Z37,L1CMV206,Jepit,"LADIES CLASSIC METALIC 6, WINE","LADIES CLASSIC METALIC 6, 37, WINE",37,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV206Z38,L1CMV206,Jepit,"LADIES CLASSIC METALIC 6, WINE","LADIES CLASSIC METALIC 6, 38, WINE",38,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV206Z39,L1CMV206,Jepit,"LADIES CLASSIC METALIC 6, WINE","LADIES CLASSIC METALIC 6, 39, WINE",39,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV206Z40,L1CMV206,Jepit,"LADIES CLASSIC METALIC 6, WINE","LADIES CLASSIC METALIC 6, 40, WINE",40,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV206Z41,L1CMV206,Jepit,"LADIES CLASSIC METALIC 6, WINE","LADIES CLASSIC METALIC 6, 41, WINE",41,,LADIES,CLASSICV2,CLASSIC,V2
Z2LS01Z22,Z2LS01,Fashion,"BABY LOTSO 1, PINK BERRY","BABY LOTSO 1, 21/22, PINK BERRY",21/22,,BABY,LOTSO,LOTSO,V1
Z2LS01Z24,Z2LS01,Fashion,"BABY LOTSO 1, PINK BERRY","BABY LOTSO 1, 23/24, PINK BERRY",23/24,,BABY,LOTSO,LOTSO,V1
Z2LS01Z26,Z2LS01,Fashion,"BABY LOTSO 1, PINK BERRY","BABY LOTSO 1, 25/26, PINK BERRY",25/26,,BABY,LOTSO,LOTSO,V1
Z2VS02Z22,Z2VS02,Fashion,"BABY VELCRO STITCH 2, PINK","BABY VELCRO STITCH 2, 21/22, PINK",21/22,,BABY,STITCH,STITCH,V1
Z2VS02Z24,Z2VS02,Fashion,"BABY VELCRO STITCH 2, PINK","BABY VELCRO STITCH 2, 23/24, PINK",23/24,,BABY,STITCH,STITCH,V1
Z2VS02Z26,Z2VS02,Fashion,"BABY VELCRO STITCH 2, PINK","BABY VELCRO STITCH 2, 25/26, PINK",25/26,,BABY,STITCH,STITCH,V1
G2VS02Z28,G2VS02,Fashion,"GIRLS VELCRO STITCH 2, PINK","GIRLS VELCRO STITCH 2, 27/28, PINK",27/28,,GIRLS,STITCH,STITCH,V1
G2VS02Z30,G2VS02,Fashion,"GIRLS VELCRO STITCH 2, PINK","GIRLS VELCRO STITCH 2, 29/30, PINK",29/30,,GIRLS,STITCH,STITCH,V1
G2VS02Z32,G2VS02,Fashion,"GIRLS VELCRO STITCH 2, PINK","GIRLS VELCRO STITCH 2, 31/32, PINK",31/32,,GIRLS,STITCH,STITCH,V1
G2VS02Z34,G2VS02,Fashion,"GIRLS VELCRO STITCH 2, PINK","GIRLS VELCRO STITCH 2, 33/34, PINK",33/34,,GIRLS,STITCH,STITCH,V1
Z2VS01Z22,Z2VS01,Fashion,"BABY VELCRO STITCH 1, NAVY","BABY VELCRO STITCH 1, 21/22, NAVY",21/22,,BABY,STITCH,STITCH,V1
Z2VS01Z24,Z2VS01,Fashion,"BABY VELCRO STITCH 1, NAVY","BABY VELCRO STITCH 1, 23/24, NAVY",23/24,,BABY,STITCH,STITCH,V1
Z2VS01Z26,Z2VS01,Fashion,"BABY VELCRO STITCH 1, NAVY","BABY VELCRO STITCH 1, 25/26, NAVY",25/26,,BABY,STITCH,STITCH,V1
B2VS01Z28,B2VS01,Fashion,"BOYS VELCRO STITCH 1, NAVY","BOYS VELCRO STITCH 1, 27/28, NAVY",27/28,,BOYS,STITCH,STITCH,V1
B2VS01Z30,B2VS01,Fashion,"BOYS VELCRO STITCH 1, NAVY","BOYS VELCRO STITCH 1, 29/30, NAVY",29/30,,BOYS,STITCH,STITCH,V1
B2VS01Z32,B2VS01,Fashion,"BOYS VELCRO STITCH 1, NAVY","BOYS VELCRO STITCH 1, 31/32, NAVY",31/32,,BOYS,STITCH,STITCH,V1
B2VS01Z34,B2VS01,Fashion,"BOYS VELCRO STITCH 1, NAVY","BOYS VELCRO STITCH 1, 33/34, NAVY",33/34,,BOYS,STITCH,STITCH,V1
L1CMV207Z36,L1CMV207,Jepit,"LADIES CLASSIC METALIC 7, OLIVE","LADIES CLASSIC METALIC 7, 36, OLIVE",36,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV207Z37,L1CMV207,Jepit,"LADIES CLASSIC METALIC 7, OLIVE","LADIES CLASSIC METALIC 7, 37, OLIVE",37,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV207Z38,L1CMV207,Jepit,"LADIES CLASSIC METALIC 7, OLIVE","LADIES CLASSIC METALIC 7, 38, OLIVE",38,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV207Z39,L1CMV207,Jepit,"LADIES CLASSIC METALIC 7, OLIVE","LADIES CLASSIC METALIC 7, 39, OLIVE",39,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV207Z40,L1CMV207,Jepit,"LADIES CLASSIC METALIC 7, OLIVE","LADIES CLASSIC METALIC 7, 40, OLIVE",40,,LADIES,CLASSICV2,CLASSIC,V2
L1CMV207Z41,L1CMV207,Jepit,"LADIES CLASSIC METALIC 7, OLIVE","LADIES CLASSIC METALIC 7, 41, OLIVE",41,,LADIES,CLASSICV2,CLASSIC,V2
L2SMV413Z36,L2SMV413,Fashion,"LADIES SUMMER 13, OCEAN NAVY","LADIES SUMMER 13, 35/36, OCEAN NAVY",35/36,,LADIES,SUMMERV4,SUMMERV4,V4
L2SMV413Z38,L2SMV413,Fashion,"LADIES SUMMER 13, OCEAN NAVY","LADIES SUMMER 13, 37/38, OCEAN NAVY",37/38,,LADIES,SUMMERV4,SUMMERV4,V4
L2SMV413Z40,L2SMV413,Fashion,"LADIES SUMMER 13, OCEAN NAVY","LADIES SUMMER 13, 39/40, OCEAN NAVY",39/40,,LADIES,SUMMERV4,SUMMERV4,V4
L2SMV413Z42,L2SMV413,Fashion,"LADIES SUMMER 13, OCEAN NAVY","LADIES SUMMER 13, 41/42, OCEAN NAVY",41/42,,LADIES,SUMMERV4,SUMMERV4,V4
L2SMV414Z36,L2SMV414,Fashion,"LADIES SUMMER 14, UBUD GREEN","LADIES SUMMER 14, 35/36, UBUD GREEN",35/36,,LADIES,SUMMERV4,SUMMERV4,V4
L2SMV414Z38,L2SMV414,Fashion,"LADIES SUMMER 14, UBUD GREEN","LADIES SUMMER 14, 37/38, UBUD GREEN",37/38,,LADIES,SUMMERV4,SUMMERV4,V4
L2SMV414Z40,L2SMV414,Fashion,"LADIES SUMMER 14, UBUD GREEN","LADIES SUMMER 14, 39/40, UBUD GREEN",39/40,,LADIES,SUMMERV4,SUMMERV4,V4
