;;CV MAKMUR BESAR BERSAMA;;;;;;;;
;;Kuantitas Barang per Gudang;;;;;;;;
;;Per Tgl. 19 Jan 2026;;;;;;;;
;;"Cabang : Kantor Pusat, Baby, Bali Area, Jakarta, Jawa Timur, Lombok NTT, NTT, Online, Papua, Gudang : Warehouse Jakarta, Ware ...";;;;;;;;
Nama Barang;;;Kode Barang;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protolan;Warehouse Jakarta;Warehouse Pusat;Warehouse Pusat Reject;Total Nama Gudang;
"LADIES SUMMER 10, 35/36, FLORAL NAVY";;;L2SMV310Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SUMMER 10, 37/38, FLORAL NAVY";;;L2SMV310Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SUMMER 10, 39/40, FLORAL NAVY";;;L2SMV310Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SUMMER 10, 41/42, FLORAL NAVY";;;L2SMV310Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SUMMER 12, 35/36, BRIDAL BLUSH";;;L2SMV312Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SUMMER 12, 37/38, BRIDAL BLUSH";;;L2SMV312Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES SUMMER 12, 41/42, BRIDAL BLUSH";;;L2SMV312Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 1, 36, BLACK GOLD";;;L1WG01Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV201Z36;"-2,";"0,";"0,";"-2,";"0,";"-4,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-2,";"0,";"-4,";
"LADIES WEDGES 1, 37, BLACK GOLD";;;L1WG01Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV201Z37;"-2,";"0,";"0,";"-2,";"0,";"-4,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-2,";"0,";"-4,";
"LADIES WEDGES 1, 38, BLACK GOLD";;;L1WG01Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV201Z38;"-6,";"0,";"0,";"-6,";"0,";"-12,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-6,";"0,";"-12,";
"LADIES WEDGES 1, 39, BLACK GOLD";;;L1WG01Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV201Z39;"-8,";"0,";"0,";"-8,";"0,";"-16,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-8,";"0,";"-16,";
"LADIES WEDGES 1, 40, BLACK GOLD";;;L1WG01Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV201Z40;"-6,";"0,";"0,";"-6,";"0,";"-12,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-6,";"0,";"-12,";
"LADIES WEDGES 10, 36, CHESTNUT";;;L1WGV210Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 10, 37, CHESTNUT";;;L1WGV210Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 10, 38, CHESTNUT";;;L1WGV210Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 10, 39, CHESTNUT";;;L1WGV210Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 10, 40, CHESTNUT";;;L1WGV210Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 11, 36, SAND";;;L1WGV211Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 11, 37, SAND";;;L1WGV211Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 11, 38, SAND";;;L1WGV211Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 11, 39, SAND";;;L1WGV211Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 11, 40, SAND";;;L1WGV211Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 12, 36, OLIVE";;;L1WGV212Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 12, 37, OLIVE";;;L1WGV212Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 12, 38, OLIVE";;;L1WGV212Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 12, 39, OLIVE";;;L1WGV212Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 12, 40, OLIVE";;;L1WGV212Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 2, 36, JET BLACK";;;L1WGV202Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 2, 37, JET BLACK";;;L1WGV202Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 2, 38, JET BLACK";;;L1WGV202Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 2, 39, JET BLACK";;;L1WGV202Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 2, 40, JET BLACK";;;L1WGV202Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 3, 36, NAVY";;;L1WGV103Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV203Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 3, 37, NAVY";;;L1WGV103Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV203Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 3, 38, NAVY";;;L1WG03Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV103Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV203Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 3, 39, NAVY";;;L1WGV103Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV203Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 3, 40, NAVY";;;L1WGV103Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV203Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES 4, 36, GINGER SNAP";;;L1WGV104Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV204Z36;"0,";"0,";"-3,";"-2,";"0,";"-5,";
;;;Total Kode Barang;"0,";"0,";"-3,";"-2,";"0,";"-5,";
"LADIES WEDGES 4, 37, GINGER SNAP";;;L1WGV104Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV204Z37;"0,";"0,";"-3,";"-2,";"0,";"-5,";
;;;Total Kode Barang;"0,";"0,";"-3,";"-2,";"0,";"-5,";
"LADIES WEDGES 4, 38, GINGER SNAP";;;L1WGV104Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV204Z38;"0,";"0,";"-9,";"-6,";"0,";"-15,";
;;;Total Kode Barang;"0,";"0,";"-9,";"-6,";"0,";"-15,";
"LADIES WEDGES 4, 39, GINGER SNAP";;;L1WGV104Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV204Z39;"0,";"0,";"-12,";"-8,";"0,";"-20,";
;;;Total Kode Barang;"0,";"0,";"-12,";"-8,";"0,";"-20,";
"LADIES WEDGES 4, 40, GINGER SNAP";;;L1WGV104Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WGV204Z40;"0,";"0,";"-9,";"-6,";"0,";"-15,";
;;;Total Kode Barang;"0,";"0,";"-9,";"-6,";"0,";"-15,";
"LADIES WEDGES IRIS 1, 36, BLACK";;;L1WIV101Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WIV201Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 1, 37, BLACK";;;L1WIV101Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WIV201Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 1, 38, BLACK";;;L1WIV101Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WIV201Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 1, 39, BLACK";;;L1WIV101Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WIV201Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 1, 40, BLACK";;;L1WIV101Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1WIV201Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 4, 36, BEIGE";;;L1WIV104Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 4, 37, BEIGE";;;L1WIV104Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 4, 38, BEIGE";;;L1WIV104Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 4, 39, BEIGE";;;L1WIV104Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES WEDGES IRIS 4, 40, BEIGE";;;L1WIV104Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN AIRMOVE 1, 39/40, BLACK";;;M1AMV101Z40;"-3,";"0,";"0,";"-9,";"0,";"-12,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-9,";"0,";"-12,";
"MEN AIRMOVE 1, 41/42, BLACK";;;M1AMV101Z42;"-6,";"0,";"0,";"-18,";"0,";"-24,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-18,";"0,";"-24,";
"MEN AIRMOVE 1, 43/44, BLACK";;;M1AMV101Z44;"-3,";"0,";"0,";"-9,";"0,";"-12,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-9,";"0,";"-12,";
"MEN AIRMOVE 2, 39/40, INDIGO TAN";;;M1AMV102Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN AIRMOVE 2, 41/42, INDIGO TAN";;;M1AMV102Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN AIRMOVE 2, 43/44, INDIGO TAN";;;M1AMV102Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN AIRMOVE 3, 39/40, DEEP GREEN";;;M1AMV103Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN AIRMOVE 3, 41/42, DEEP GREEN";;;M1AMV103Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN AIRMOVE 3, 43/44, DEEP GREEN";;;M1AMV103Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 10, 39, TERRACOTTA";;;M1BL10Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV210Z39;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"0,";"0,";"-4,";
"MEN BLACK SERIES 10, 40, TERRACOTTA";;;M1BL10Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV210Z40;"-8,";"0,";"0,";"0,";"0,";"-8,";
;;;Total Kode Barang;"-8,";"0,";"0,";"0,";"0,";"-8,";
"MEN BLACK SERIES 10, 41, TERRACOTTA";;;M1BL10Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV210Z41;"-8,";"0,";"0,";"0,";"0,";"-8,";
;;;Total Kode Barang;"-8,";"0,";"0,";"0,";"0,";"-8,";
"MEN BLACK SERIES 10, 42, TERRACOTTA";;;M1BL10Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV210Z42;"-12,";"0,";"0,";"0,";"0,";"-12,";
;;;Total Kode Barang;"-12,";"0,";"0,";"0,";"0,";"-12,";
"MEN BLACK SERIES 10, 43, TERRACOTTA";;;M1BL10Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV210Z43;"-8,";"0,";"0,";"0,";"0,";"-8,";
;;;Total Kode Barang;"-8,";"0,";"0,";"0,";"0,";"-8,";
"MEN BLACK SERIES 10, 44, TERRACOTTA";;;M1BL10Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV210Z44;"-8,";"0,";"0,";"0,";"0,";"-8,";
;;;Total Kode Barang;"-8,";"0,";"0,";"0,";"0,";"-8,";
"MEN BLACK SERIES 11, 39, FOREST BIOME";;;M1BLV111Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV211Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 11, 40, FOREST BIOME";;;M1BLV111Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV211Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 11, 41, FOREST BIOME";;;M1BLV111Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV211Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 11, 42, FOREST BIOME";;;M1BLV111Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV211Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 11, 43, FOREST BIOME";;;M1BLV111Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV211Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 11, 44, FOREST BIOME";;;M1BLV111Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV211Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 12, 39, BROWN STONE";;;M1BLV112Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV212Z39;"-2,";"0,";"0,";"0,";"0,";"-2,";
;;;Total Kode Barang;"-2,";"0,";"0,";"0,";"0,";"-2,";
"MEN BLACK SERIES 12, 40, BROWN STONE";;;M1BLV112Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV212Z40;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"0,";"0,";"-4,";
"MEN BLACK SERIES 12, 41, BROWN STONE";;;M1BLV112Z41;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;M1BLV212Z41;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-6,";"0,";"-10,";
"MEN BLACK SERIES 12, 42, BROWN STONE";;;M1BLV112Z42;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;M1BLV212Z42;"-6,";"0,";"0,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-6,";"0,";"-12,";
"MEN BLACK SERIES 12, 43, BROWN STONE";;;M1BLV112Z43;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;M1BLV212Z43;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-3,";"0,";"-7,";
"MEN BLACK SERIES 12, 44, BROWN STONE";;;M1BLV112Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV212Z44;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"0,";"0,";"-4,";
"MEN BLACK SERIES 13, 39, LEGION BLUE";;;M1BLV113Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 13, 40, LEGION BLUE";;;M1BLV113Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 13, 41, LEGION BLUE";;;M1BLV113Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 13, 42, LEGION BLUE";;;M1BLV113Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 13, 43, LEGION BLUE";;;M1BLV113Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 13, 44, LEGION BLUE";;;M1BLV113Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 14, 39, BONE WHITE";;;M1BLV114Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV214Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 14, 40, BONE WHITE";;;M1BLV114Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV214Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 14, 41, BONE WHITE";;;M1BLV114Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV214Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 14, 42, BONE WHITE";;;M1BLV114Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV214Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 14, 43, BONE WHITE";;;M1BLV114Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV214Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 14, 44, BONE WHITE";;;M1BLV114Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV214Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 3, 39, COSMIC GREY";;;M1BL03Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV103Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV203Z39;"-8,";"0,";"0,";"42,";"0,";"34,";
;;;Total Kode Barang;"-8,";"0,";"0,";"42,";"0,";"34,";
"MEN BLACK SERIES 3, 40, COSMIC GREY";;;M1BL03Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV103Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV203Z40;"-16,";"0,";"0,";"84,";"0,";"68,";
;;;Total Kode Barang;"-16,";"0,";"0,";"84,";"0,";"68,";
"MEN BLACK SERIES 3, 41, COSMIC GREY";;;M1BL03Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV103Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV203Z41;"-16,";"0,";"0,";"84,";"0,";"68,";
;;;Total Kode Barang;"-16,";"0,";"0,";"84,";"0,";"68,";
"MEN BLACK SERIES 3, 42, COSMIC GREY";;;M1BL03Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV103Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV203Z42;"-24,";"0,";"0,";"126,";"0,";"102,";
;;;Total Kode Barang;"-24,";"0,";"0,";"126,";"0,";"102,";
"MEN BLACK SERIES 3, 43, COSMIC GREY";;;M1BL03Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV103Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV203Z43;"-16,";"0,";"0,";"84,";"0,";"68,";
;;;Total Kode Barang;"-16,";"0,";"0,";"84,";"0,";"68,";
"MEN BLACK SERIES 3, 44, COSMIC GREY";;;M1BL03Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV103Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV203Z44;"-16,";"0,";"0,";"84,";"0,";"68,";
;;;Total Kode Barang;"-16,";"0,";"0,";"84,";"0,";"68,";
"MEN BLACK SERIES 4, 39, LIGHT OLIVE";;;M1BL04Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV204Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 4, 40, LIGHT OLIVE";;;M1BL04Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV204Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 4, 41, LIGHT OLIVE";;;M1BL04Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV204Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 4, 42, LIGHT OLIVE";;;M1BL04Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV204Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 4, 43, LIGHT OLIVE";;;M1BL04Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV204Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 4, 44, LIGHT OLIVE";;;M1BL04Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV204Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 5, 39, PEANUT";;;M1BL05Z39;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;M1BLV205Z39;"-5,";"0,";"0,";"-8,";"0,";"-13,";
;;;Total Kode Barang;"-5,";"0,";"0,";"-11,";"0,";"-16,";
"MEN BLACK SERIES 5, 40, PEANUT";;;M1BL05Z40;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;M1BLV205Z40;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-19,";"0,";"-29,";
"MEN BLACK SERIES 5, 41, PEANUT";;;M1BL05Z41;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;M1BLV205Z41;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-19,";"0,";"-29,";
"MEN BLACK SERIES 5, 42, PEANUT";;;M1BL05Z42;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;M1BLV205Z42;"-15,";"0,";"0,";"-24,";"0,";"-39,";
;;;Total Kode Barang;"-15,";"0,";"0,";"-27,";"0,";"-42,";
"MEN BLACK SERIES 5, 43, PEANUT";;;M1BL05Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV205Z43;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-16,";"0,";"-26,";
"MEN BLACK SERIES 5, 44, PEANUT";;;M1BL05Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV205Z44;"-10,";"0,";"0,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-16,";"0,";"-26,";
"MEN BLACK SERIES 6, 39, STONE BLUE";;;M1BL06Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV206Z39;"-9,";"0,";"-1,";"-9,";"0,";"-19,";
